title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Regulations on Administrative Law Enforcement Supervision of Jilin Province,29.09.2020,provincial,Jilin Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],,FALSE,3_local_regulations/吉林省行政执法监督条例(FBM-CLI.10.1640002).txt,3_local_regulations
Changchun City Legal Aid Regulations,29.09.2001,city,Changchun,TRUE,general,[],"['Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,3_local_regulations/长春市法律援助条例(FBM-CLI.10.40616).txt,3_local_regulations
Implementation Measures of the Minor Protection Law of the People's Republic of China in Shaanxi Province,26.04.1994,provincial,Shaanxi Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Education', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights and privacy.,FALSE,3_local_regulations/陕西省实施《中华人民共和国未成年人保护法》...(FBM-CLI.10.2365).txt,3_local_regulations
Fuxin City Industrial Heritage Protection Regulations,29.08.2022,city,Fuxin City,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/阜新市工业遗产保护条例(FBM-CLI.10.5659101).txt,3_local_regulations
Guizhou Province Administrative Review Regulations (2008 Revision),26.09.2008,provincial,Guizhou Province,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/贵州省行政复议条例(2008修正)(FBM-CLI.10.317117).txt,3_local_regulations
Decision on Amending the Special Equipment Safety Supervision Regulations of Inner Mongolia Autonomous Region and Other Local Regulations,26.05.2022,provincial,Inner Mongolia Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Amendments to enhance consumer rights protection.,FALSE,3_local_regulations/内蒙古自治区人民代表大会常务委员会关于修改...(FBM-CLI.10.5118036).txt,3_local_regulations
Regulations on Legal Aid in Yunnan Province,26.03.2010,provincial,Yunnan Province,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/云南省法律援助条例(FBM-CLI.10.435589).txt,3_local_regulations
Fuzhou Administrative Service Regulations,26.09.2014,provincial,Fujian Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/福州市行政服务条例(FBM-CLI.10.939825).txt,3_local_regulations
Implementation Measures of the Supervision Law of the People's Congress of the People's Republic of China in Sichuan Province,31.03.2010,provincial,Sichuan Province,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/四川省《中华人民共和国各级人民代表大会常务...(FBM-CLI.10.417690).txt,3_local_regulations
Regulations on Supervision by the Standing Committee of the People's Congress of Anshan City,01.11.1995,city,Anshan City,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/鞍山市人民代表大会常务委员会监督条例(FBM-CLI.10.26961).txt,3_local_regulations
Zhejiang Province Legal Aid Regulations (2016 Revision),29.09.2016,provincial,Zhejiang Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/浙江省法律援助条例(2016修正)(FBM-CLI.10.1222285).txt,3_local_regulations
Chongqing Medical Institution Management Regulations (2014 Revision),01.08.2014,provincial,Chongqing,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical institutions to protect patient privacy.,FALSE,3_local_regulations/重庆市医疗机构管理条例(2014修订)(FBM-CLI.10.897609).txt,3_local_regulations
Regulations on Social Credit in Hainan Free Trade Port,29.09.2021,provincial,Hainan Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,FALSE,3_local_regulations/海南自由贸易港社会信用条例(FBM-CLI.10.4283599).txt,3_local_regulations
Yingkou City Household Service Regulations,22.09.2021,city,Yingkou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Resident Services, Repair & Other Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates household service activities and protects rights.,FALSE,3_local_regulations/营口市家政服务条例(FBM-CLI.10.4862346).txt,3_local_regulations
Regulations on Basic Medical and Health Promotion in Henan Province,29.03.2023,provincial,Henan Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Promotes health services and data protection.,FALSE,3_local_regulations/河南省基本医疗卫生与健康促进条例(FBM-CLI.10.6843895).txt,3_local_regulations
Shanxi Province Family Education Promotion Regulations,31.05.2018,provincial,Shanxi Province,FALSE,sensitive,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations to promote family education and protect minors.,FALSE,3_local_regulations/山西省家庭教育促进条例(FBM-CLI.10.1458473).txt,3_local_regulations
Bohzhou Home Care Service Regulations,23.08.2024,city,Bohzhou,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']",['Health & Social Work'],[],[],Regulates home care services for the elderly.,FALSE,3_local_regulations/亳州市居家养老服务条例(FBM-CLI.10.7831977).txt,3_local_regulations
Hunan Province Petition Regulations,31.05.2006,provincial,Hunan Province,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates petitioning process and rights.,FALSE,3_local_regulations/湖南省信访条例(2006)(FBM-CLI.10.106506).txt,3_local_regulations
Fujian Province Anti-Drug Regulations,27.11.2015,provincial,Fujian Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulations to prevent and combat drug-related crimes.,FALSE,3_local_regulations/福建省禁毒条例(2015)(FBM-CLI.10.1141659).txt,3_local_regulations
Regulations on the China (Hebei) Pilot Free Trade Zone,24.09.2020,provincial,Hebei Province,FALSE,general,[],[],[],[],[],Regulations for free trade zone development.,FALSE,3_local_regulations/中国(河北)自由贸易试验区条例(FBM-CLI.10.1637759).txt,3_local_regulations
Shenzhen Special Economic Zone Dispute Resolution Regulation (2024 Revision),30.04.2024,city,Shenzhen,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates dispute resolution mechanisms in Shenzhen.,FALSE,3_local_regulations/深圳经济特区矛盾纠纷多元化解条例(2024修正)(FBM-CLI.10.7497178).txt,3_local_regulations
Implementation Measures of the Anti-Domestic Violence Law of the People's Republic of China in Chongqing,31.07.2024,city,Chongqing,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Promotes protection against domestic violence.,FALSE,3_local_regulations/重庆市实施《中华人民共和国反家庭暴力法》办...(FBM-CLI.10.7694444).txt,3_local_regulations
Xining Property Management Regulations (2022 Revision),27.07.2022,provincial,Qinghai Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates property management and owner rights.,FALSE,3_local_regulations/西宁市物业管理条例(2022修正)(FBM-CLI.10.5542874).txt,3_local_regulations
Regulations on Promoting Civilized Behavior in Nanping City,30.11.2021,city,Nanping City,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/南平市文明行为促进条例(FBM-CLI.10.5054382).txt,3_local_regulations
Regulations on Mediation and Arbitration of Labor Disputes in Guangxi Zhuang Autonomous Region (Revised in 2023),24.11.2023,provincial,Guangxi Zhuang Autonomous Region,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/广西壮族自治区劳动人事争议调解仲裁条例(2023修...(FBM-CLI.10.7279011).txt,3_local_regulations
Shanghai Environmental Protection Regulations (2016 Revision),29.07.2016,city,Shanghai,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates environmental protection and public health.,FALSE,3_local_regulations/上海市环境保护条例(2016修订)(FBM-CLI.10.1210100).txt,3_local_regulations
Shanxi Province Security Technology Prevention Regulations (2022 Revision),27.05.2022,provincial,Shanxi Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates security technology and personal privacy protection.,FALSE,3_local_regulations/山西省安全技术防范条例(2022修正)(FBM-CLI.10.5116478).txt,3_local_regulations
Harbin Legal Aid Regulations,18.12.1999,city,Harbin,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/哈尔滨市法律援助条例(FBM-CLI.10.40558).txt,3_local_regulations
Trial Rules for Legislative Hearings of the Standing Committee of the Qinghai Provincial People's Congress,20.06.2002,provincial,Qinghai Province,FALSE,general,[],[],[],[],[],Regulates legislative hearing procedures.,FALSE,3_local_regulations/青海省人大常委会立法听证试行规则(FBM-CLI.10.40648).txt,3_local_regulations
