title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Decision of the Standing Committee of the Sichuan Provincial People's Congress on Amending the Sichuan Province Regulations on Price Appraisal of Case-related Items,2009-09-25,provincial,Sichuan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/四川省人民代表大会常务委员会关于修改《四川...(FBM-CLI.10.341485).txt,privacy
Sichuan Province Grassroots Legal Service Regulations (2021 Revision),2021-05-28,provincial,Sichuan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/四川省基层法律服务条例(2021修订)(FBM-CLI.10.4079541).txt,privacy
Tibet Autonomous Region Drug Administration Regulations (2022 Revision),2022-05-26,provincial,Tibet Autonomous Region,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/3_local_regulations/西藏自治区药品管理条例(2022修订)(FBM-CLI.10.5133688).txt,privacy
Zhuzhou City Industrial Heritage Protection Regulations,2018-10-26,city,Zhuzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/株洲市工业遗产保护条例(FBM-CLI.10.1485755).txt,privacy
Jiangsu Province Urban Community Health Service Regulations,2008-07-24,provincial,Jiangsu Province,False,general,[],[],['Health & Social Work'],[],[],Regulates community health services and privacy protection,False,privacy/3_local_regulations/江苏省城市社区卫生服务条例(FBM-CLI.10.241949).txt,privacy
Shandong Province Cadaver Donation Regulation (2004 Amendment),2003-01-12,provincial,Shandong Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/山东省遗体捐献条例(2004修正)(FBM-CLI.10.58152).txt,privacy
Jilin City Statistical Management Regulations (2005 Amendment),1993-01-01,city,Jilin City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/吉林市统计管理条例(2005修改)(FBM-CLI.10.92280).txt,privacy
Hubei Province Regulation on Optimizing Business Environment (2025 Revision),2022-11-25,provincial,Hubei Province,True,general,[],[],"['Wholesale & Retail Trade', 'Financial Intermediation', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],General business environment optimization without specific privacy measures,False,privacy/3_local_regulations/湖北省优化营商环境条例(2025修正)(FBM-CLI.10.8638678).txt,privacy
Hebei Province Petition Regulations (2015 Revision),2015-09-25,provincial,Hebei Province,False,general,"['Know & Decide', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates petition process and protects personal privacy,False,privacy/3_local_regulations/河北省信访条例(2015修订)(FBM-CLI.10.1123101).txt,privacy
Zhengzhou City Letters and Visits Regulations (1997 Amendment),1995-06-12,city,Zhengzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/郑州市信访条例(1997修改)(FBM-CLI.10.43020).txt,privacy
Chongqing Blood Donation Regulations (2017 Revision),2017-11-30,city,Chongqing City,False,sensitive,"['Access & Copy', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates blood donation data protection and privacy,False,privacy/3_local_regulations/重庆市献血条例(2017修订)(FBM-CLI.10.1439082).txt,privacy
Henan Province Postal Regulations,2005-05-26,provincial,Henan Province,True,general,[],[],"['Transportation, Storage & Postal Services']",[],[],,False,privacy/3_local_regulations/河南省邮政条例(FBM-CLI.10.63790).txt,privacy
Jiangxi Province Counter-Espionage Work Regulations,2024-05-30,provincial,Jiangxi Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/江西省反间谍工作条例(FBM-CLI.10.7543172).txt,privacy
Chengdu Civilized Behavior Promotion Regulation,2022-08-30,city,Chengdu City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/成都市文明行为促进条例(FBM-CLI.10.5617633).txt,privacy
Guizhou Province Postal Regulations (2020 Amendment),2011-03-01,provincial,Guizhou Province,True,general,[],[],"['Transportation, Storage & Postal Services']",[],[],Regulates postal services and protects communication secrecy,False,privacy/3_local_regulations/贵州省邮政条例(2020修正)(FBM-CLI.10.4075845).txt,privacy
Qinghai Province Regulations on the Prevention and Control of Domestic Violence,2005-11-26,provincial,Qinghai Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/青海省预防和制止家庭暴力条例(FBM-CLI.10.101848).txt,privacy
Shanghai Regulations on Promoting Artificial Intelligence Industry Development,2022-09-22,city,Shanghai City,False,sensitive,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Promotes AI industry with privacy and data protection measures,False,privacy/3_local_regulations/上海市促进人工智能产业发展条例(FBM-CLI.10.5566640).txt,privacy
Daqing City Civilized Behavior Promotion Regulation,2022-12-27,city,Daqing City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/大庆市文明行为促进条例(FBM-CLI.10.6912471).txt,privacy
Beijing Municipality Regulation on Optimizing Business Environment,2020-03-27,city,Beijing City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes business environment without specific privacy measures,False,privacy/3_local_regulations/北京市优化营商环境条例(FBM-CLI.10.1581293).txt,privacy
Loudi City Civilization Behavior Promotion Regulation,2021-11-20,city,Loudi City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/娄底市文明行为促进条例(FBM-CLI.10.4284058).txt,privacy
Zibo City Civilized Behavior Promotion Regulation,2019-08-28,city,Zibo City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/淄博市文明行为促进条例(FBM-CLI.10.1550315).txt,privacy
Wuxi City Elderly Care Institutions Regulation (2020 Amendment),2015-05-01,city,Wuxi City,True,general,[],[],['Health & Social Work'],[],[],"Regulates elderly care institutions, limited privacy provisions",False,privacy/3_local_regulations/无锡市养老机构条例(2020修正)(FBM-CLI.10.1623160).txt,privacy
Guangxi Zhuang Autonomous Region Consumer Rights Protection Regulation (2019 Amendment),2019-07-25,provincial,Guangxi Zhuang Autonomous Region,False,sensitive,"['Know & Decide', 'Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Real Estate', 'Education', 'Accommodation & Catering', 'Transportation, Storage & Postal Services', 'Financial Intermediation', 'Resident Services, Repair & Other Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects consumer personal data and privacy rights,False,privacy/3_local_regulations/广西壮族自治区消费者权益保护条例(2019修正)(FBM-CLI.10.1594435).txt,privacy
Wuhan City Primary and Secondary School Safety Regulations,2011-08-28,city,Wuhan City,True,general,[],[],['Education'],[],[],,False,privacy/3_local_regulations/武汉市中小学校安全条例(FBM-CLI.10.538601).txt,privacy
Shenzhen Special Economic Zone Diversified Resolution of Conflicts and Disputes Regulation,2022-03-28,city,Shenzhen City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/深圳经济特区矛盾纠纷多元化解条例(FBM-CLI.10.5051123).txt,privacy
Liaoning Province Public Credit Information Management Regulations,2019-11-28,provincial,Liaoning Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public credit data collection and protection,False,privacy/3_local_regulations/辽宁省公共信用信息管理条例(FBM-CLI.10.1550702).txt,privacy
Hubei Provincial Local Financial Regulations,2021-04-02,provincial,Hubei Province,False,general,[],"['Security & Management', 'Incident Response & Notification']",['Financial Intermediation'],[],['Information Processing'],Regulates financial organizations and protects consumer data security,False,privacy/3_local_regulations/湖北省地方金融条例(FBM-CLI.10.1709994).txt,privacy
Jiangsu Province Charity Promotion Regulation,2010-01-21,provincial,Jiangsu Province,False,general,[],[],[],[],[],Regulates charity activities and protects donor privacy,False,privacy/3_local_regulations/江苏省慈善事业促进条例(FBM-CLI.10.389262).txt,privacy
Hainan Province Volunteer Service Regulations,2009-05-27,provincial,Hainan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/海南省志愿服务条例(FBM-CLI.10.305008).txt,privacy
Jinan Digital Economy Promotion Regulation,2024-11-20,city,Jinan City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Wholesale & Retail Trade', 'Resident Services, Repair & Other Services', 'Construction']",[],['Information Processing'],Promotes data protection and secure digital economy development,False,privacy/3_local_regulations/济南市数字经济促进条例(FBM-CLI.10.8034740).txt,privacy
Sichuan Province Red Cross Society Regulations,2022-03-31,provincial,Sichuan Province,True,general,[],[],"['Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],,False,privacy/3_local_regulations/四川省红十字会条例(FBM-CLI.10.5055692).txt,privacy
Hebei Province Urban and Rural Planning Regulations,2011-09-29,provincial,Hebei Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/河北省城乡规划条例(FBM-CLI.10.568144).txt,privacy
Hainan Province Regulations on the Protection of Minors and Prevention of Juvenile Delinquency,2021-09-29,provincial,Hainan Province,False,sensitive,"['Know & Decide', 'Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' privacy and regulates data handling,False,privacy/3_local_regulations/海南省未成年人保护和预防犯罪规定(FBM-CLI.10.4283596).txt,privacy
Hunan Province Legal Aid Regulations,2002-09-28,provincial,Hunan Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/湖南省法律援助条例(FBM-CLI.10.39432).txt,privacy
Anhui Province Diversified Dispute Resolution Promotion Regulation (2023 Amendment),2019-01-01,provincial,Anhui Province,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/安徽省多元化解纠纷促进条例(2023修正)(FBM-CLI.10.7331252).txt,privacy
Guangzhou City Fundraising Regulations (2015 Amendment),2012-05-01,city,Guangzhou City,True,general,[],[],[],[],[],,False,privacy/3_local_regulations/广州市募捐条例(2015修正)(FBM-CLI.10.1427685).txt,privacy
