title,date_enacted,legal_status,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,folder
Liaoning Province Telecommunications Management Regulations (2016 Revision),29.07.2016,3_local_regulations,provincial,Liaoning Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates telecommunications user data protection.,FALSE,3_local_regulations/辽宁省电信管理条例(2016修正)(FBM-CLI.10.1209040).txt,privacy
Regulations on People's Mediation in Ningxia Hui Autonomous Region,09.11.2007,3_local_regulations,provincial,Ningxia Hui Autonomous Region,TRUE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/宁夏回族自治区人民调解条例(FBM-CLI.10.189342).txt,privacy
Ningxia Hui Autonomous Region Electricity Supply and Use Regulations (2019 Revision),05.08.2011,3_local_regulations,provincial,Ningxia Hui Autonomous Region,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],NA,FALSE,3_local_regulations/宁夏回族自治区供用电条例(2019修正)(FBM-CLI.10.1606101).txt,privacy
Hubei Province Informationization Regulations (2021 Revision),30.07.2021,3_local_regulations,provincial,Hubei Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates information security and resource utilization.,FALSE,3_local_regulations/湖北省信息化条例(2021修正)(FBM-CLI.10.4281576).txt,privacy
Guangzhou Volunteer Service Regulations,25.09.2008,3_local_regulations,provincial,Guangdong Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates volunteer activities and protects rights.,FALSE,3_local_regulations/广州市志愿服务条例(FBM-CLI.10.298043).txt,privacy
Sichuan Province Administrative Law Enforcement Supervision Regulations (2021 Revision),28.05.2021,3_local_regulations,provincial,Sichuan Province,FALSE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/四川省行政执法监督条例(2021修订)(FBM-CLI.10.4079705).txt,privacy
Gansu Province Price Identification Regulation for Involved Property (2021 Revision),26.11.2021,3_local_regulations,provincial,Gansu Province,FALSE,general,[],"['Security & Management', 'Protection Officer']",[],[],[],Regulates price identification for involved property.,FALSE,3_local_regulations/甘肃省涉案财物价格认定条例(2021修订)(FBM-CLI.10.4778730).txt,privacy
Sichuan Province Food Safety Regulations,25.05.2023,3_local_regulations,provincial,Sichuan Province,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],NA,FALSE,3_local_regulations/四川省食品安全条例(FBM-CLI.10.6946666).txt,privacy
Regulations on Population and Family Planning of Shaanxi Province (2022 Revision),25.05.2022,3_local_regulations,provincial,Shaanxi Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Invasion']",Regulates population and family planning rights.,FALSE,3_local_regulations/陕西省人口与计划生育条例(2022修订)(FBM-CLI.10.5111463).txt,privacy
Zhejiang Province Petition Regulations,30.12.1996,3_local_regulations,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects petitioners' rights and privacy.,FALSE,3_local_regulations/浙江省信访条例(FBM-CLI.10.7335).txt,privacy
Anhui Provincial Local Financial Regulations,29.07.2022,3_local_regulations,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']",['Financial Intermediation'],[],[],Regulates local financial organizations and consumer protection.,FALSE,3_local_regulations/安徽省地方金融条例(FBM-CLI.10.5497369).txt,privacy
Shaanxi Province Consumer Rights Protection Regulations (2019 Revision),31.07.2019,3_local_regulations,provincial,Shaanxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Wholesale & Retail Trade', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates consumer rights and data protection.,FALSE,3_local_regulations/陕西省消费者权益保护条例(2019修正)(FBM-CLI.10.1616231).txt,privacy
Shaanxi Province Social Credit Regulations,26.11.2021,3_local_regulations,provincial,Shaanxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit system and individual rights.,TRUE,3_local_regulations/陕西省社会信用条例(FBM-CLI.10.4779521).txt,privacy
Regulations on the Handling of Personnel Disputes in Public Institutions of Fujian Province,19.11.2005,3_local_regulations,provincial,Fujian Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulates personnel dispute resolution processes.,FALSE,3_local_regulations/福建省事业单位人事争议处理规定(FBM-CLI.10.68905).txt,privacy
Decision on Amending the Administrative Law Enforcement Supervision Regulations of Ningxia Hui Autonomous Region,30.11.2021,3_local_regulations,provincial,Ningxia Hui Autonomous Region,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Amendments to enhance administrative law enforcement oversight.,FALSE,3_local_regulations/宁夏回族自治区人民代表大会常务委员会关于修...(FBM-CLI.10.4779863).txt,privacy
Implementation Measures of the Villagers' Committee Organization Law of the People's Republic of China in Guizhou Province (Revised in 2012),27.09.2012,3_local_regulations,provincial,Guizhou Province,FALSE,general,[],[],[],[],[],NA,FALSE,3_local_regulations/贵州省实施《中华人民共和国村民委员会组织法...(FBM-CLI.10.709653).txt,privacy
Regulations on Safe Construction in Haidong City,25.07.2024,3_local_regulations,provincial,Qinghai Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates social governance and safety measures.,FALSE,3_local_regulations/海东市平安建设条例(FBM-CLI.10.7672658).txt,privacy
"Measures for the Collection, Release and Use of Enterprise Credit Information in Heilongjiang Province (Revised in 2016)",24.10.2007,4_government_regulations,provincial,Heilongjiang Province,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/黑龙江省企业信用信息征集发布使用办法(2016修正...(FBM-CLI.11.1665754).txt,privacy
Gansu Province Floating Population Family Planning Work Measures,16.09.2011,4_government_regulations,provincial,Gansu Province,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/甘肃省流动人口计划生育工作办法(FBM-CLI.11.537400).txt,privacy
Administrative Law Enforcement Publicity Measures of Hebei Province,01.12.2019,4_government_regulations,provincial,Hebei Province,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Enhances transparency in administrative law enforcement.,FALSE,4_government_regulations/河北省行政执法公示办法(FBM-CLI.11.1544963).txt,privacy
Regulations on the Work of Legal Advisors of the Yunnan Provincial Government,15.05.2017,4_government_regulations,provincial,Yunnan Province,FALSE,general,[],"['Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates legal advisor roles and responsibilities.,FALSE,4_government_regulations/云南省政府法律顾问工作规定(FBM-CLI.11.1279191).txt,privacy
Regulations on Administrative Law Enforcement Procedures of Liaoning Province,07.01.2011,4_government_regulations,provincial,Liaoning Province,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/辽宁省行政执法程序规定(FBM-CLI.11.477520).txt,privacy
Qinghai Province Price Supervision and Inspection Measures,29.11.2012,4_government_regulations,provincial,Qinghai Province,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/青海省价格监督检查办法(FBM-CLI.11.687569).txt,privacy
Regulations on the Open and Transparent Operation of Administrative Power in Hebei Province,03.11.2009,4_government_regulations,provincial,Hebei Province,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates transparency in administrative power.,FALSE,4_government_regulations/河北省行政权力公开透明运行规定(FBM-CLI.11.352821).txt,privacy
Henan Province COVID-19 Epidemic Prevention and Control Measures (Trial Implementation),02.08.2022,4_government_regulations,provincial,Henan Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],"['Information Collection', 'Information Processing']",Regulates personal data handling during pandemic.,FALSE,4_government_regulations/河南省新冠肺炎疫情常态化防控办法(试行)(FBM-CLI.11.5518233).txt,privacy
Zhejiang Provincial National Security Technology Protection Measures,01.11.2014,4_government_regulations,provincial,Zhejiang Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates national security technology protection.,FALSE,4_government_regulations/浙江省国家安全技术保卫办法(FBM-CLI.11.901824).txt,privacy
